Left Longitude Bound,Right Longitude Bound,Top Latitude Bound,Bottom Latitude Bound,Summed AADT,Number of Chargers,Proper AADT,Education,Entertainment,Financial,Food Store,Healthcare,Leisure,Outdoor Shops,Public Buildings,Shops,Sustenance,Tourism,Transportation,Longitude Center,Latitude Center,Zipcode
-73.7635304229114,-73.76047194405697,42.68390339767312,42.68165509650969,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,-73.7620011834842,42.6827792470914,12206
-73.76047194405697,-73.75741346520253,42.68390339767312,42.68165509650969,5923.333333333333,0,21990.0,0,0,0,0,1,0,0,0,0,0,0,0,-73.75894270462976,42.6827792470914,12206
-73.75741346520253,-73.7543549863481,42.68390339767312,42.68165509650969,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75588422577532,42.6827792470914,12206
-73.7543549863481,-73.75129650749368,42.68390339767312,42.68165509650969,0.0,0,21515.0,0,0,0,0,0,3,0,0,0,0,0,0,-73.7528257469209,42.6827792470914,12206
-73.75129650749368,-73.74823802863925,42.68390339767312,42.68165509650969,0.0,0,21515.0,0,0,0,0,0,2,0,0,0,0,0,0,-73.74976726806648,42.6827792470914,12206
-73.74823802863925,-73.74517954978482,42.68390339767312,42.68165509650969,0.0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,-73.74670878921204,42.6827792470914,12206
-73.8247,-73.82164163182394,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.82317081591196,42.68053094592796,12203
-73.82164163182394,-73.81858326364787,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,-73.82011244773591,42.68053094592796,12203
-73.81858326364787,-73.81552489547178,42.68165509650969,42.679406795346246,0.0,0,27398.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.81705407955984,42.68053094592797,12203
-73.81552489547178,-73.81246652729571,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.81399571138374,42.68053094592796,12203
-73.81246652729571,-73.80940815911963,42.68165509650969,42.679406795346246,0.0,0,0.0,0,4,0,0,0,3,0,0,0,0,0,0,-73.81093734320768,42.68053094592797,12203
-73.80940815911963,-73.80634979094354,42.68165509650969,42.679406795346246,0.0,0,67709.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.8078789750316,42.68053094592797,12203
-73.80634979094354,-73.80329142276747,42.68165509650969,42.679406795346246,0.0,0,57879.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80482060685551,42.68053094592796,12203
-73.80329142276747,-73.80023305459139,42.68165509650969,42.679406795346246,0.0,0,142105.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80176223867943,42.68053094592797,12203
-73.80023305459139,-73.79717468641532,42.68165509650969,42.679406795346246,0.0,0,11819.0,0,0,0,0,0,2,0,0,0,0,0,0,-73.79870387050335,42.68053094592796,12206
-73.79717468641532,-73.79411631823923,42.68165509650969,42.679406795346246,0.0,0,14964.0,0,0,0,0,0,2,0,1,0,0,0,0,-73.79564550232728,42.68053094592797,12206
-73.79411631823923,-73.79105795006315,42.68165509650969,42.679406795346246,0.0,0,48880.0,0,0,1,4,0,0,1,0,1,1,0,2,-73.79258713415119,42.68053094592797,12206
-73.79105795006315,-73.78799958188708,42.68165509650969,42.679406795346246,0.0,1,27500.0,1,0,0,0,1,0,1,2,0,5,0,2,-73.78952876597512,42.68053094592796,12206
-73.78799958188708,-73.784941213711,42.68165509650969,42.679406795346246,0.0,0,224179.0,0,0,0,0,0,0,1,0,0,0,0,0,-73.78647039779904,42.68053094592797,12206
-73.784941213711,-73.78188284553492,42.68165509650969,42.679406795346246,0.0,0,29594.0,0,0,0,0,0,1,0,1,0,0,1,0,-73.78341202962295,42.68053094592796,12206
-73.78188284553492,-73.77882447735885,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7803536614469,42.68053094592796,12206
-73.77882447735885,-73.77576610918277,42.68165509650969,42.679406795346246,70138.0,0,29664.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77729529327083,42.68053094592797,12206
-73.77576610918277,-73.7727077410067,42.68165509650969,42.679406795346246,0.0,0,150004.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77423692509473,42.68053094592796,12206
-73.7727077410067,-73.76964937283061,42.68165509650969,42.679406795346246,0.0,0,110776.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77117855691867,42.68053094592797,12206
-73.76964937283061,-73.76659100465453,42.68165509650969,42.679406795346246,0.0,5,50719.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76812018874257,42.68053094592797,12206
-73.76659100465453,-73.76353263647846,42.68165509650969,42.679406795346246,0.0,0,10536.0,0,0,1,0,0,0,0,0,0,0,0,0,-73.7650618205665,42.68053094592796,12206
-73.76353263647846,-73.76047426830237,42.68165509650969,42.679406795346246,2828.6666666666665,0,4400.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76200345239042,42.68053094592797,12206
-73.76047426830237,-73.7574159001263,42.68165509650969,42.679406795346246,0.0,0,18758.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75894508421433,42.68053094592796,12206
-73.7574159001263,-73.75435753195022,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,-73.75588671603826,42.68053094592797,12206
-73.75435753195022,-73.75129916377414,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,-73.75282834786219,42.68053094592797,12206
-73.75129916377414,-73.74824079559806,42.68165509650969,42.679406795346246,0.0,0,21515.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7497699796861,42.68053094592796,12206
-73.74824079559806,-73.74518242742198,42.68165509650969,42.679406795346246,0.0,0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,-73.74671161151002,42.68053094592797,12206
-73.8247,-73.82164174248956,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,2,0,0,0,4,0,0,-73.8231708712448,42.67828264476453,12203
-73.82164174248956,-73.81858348497911,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.82011261373434,42.67828264476453,12203
-73.81858348497911,-73.81552522746867,42.679406795346246,42.677158494182805,0.0,0,27398.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.8170543562239,42.67828264476453,12203
-73.81552522746867,-73.81246696995822,42.679406795346246,42.677158494182805,0.0,0,27398.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.81399609871346,42.67828264476453,12203
-73.81246696995822,-73.80940871244778,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,-73.810937841203,42.67828264476453,12203
-73.80940871244778,-73.80635045493733,42.679406795346246,42.677158494182805,0.0,0,0.0,0,2,0,0,0,2,0,0,0,0,0,0,-73.80787958369255,42.67828264476453,12203
-73.80635045493733,-73.80329219742688,42.679406795346246,42.677158494182805,0.0,0,5681.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80482132618212,42.67828264476453,12203
-73.80329219742688,-73.80023393991644,42.679406795346246,42.677158494182805,1393.0,0,151131.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80176306867166,42.67828264476453,12206
-73.80023393991644,-73.79717568240599,42.679406795346246,42.677158494182805,0.0,0,25718.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.79870481116122,42.67828264476453,12206
-73.79717568240599,-73.79411742489555,42.679406795346246,42.677158494182805,0.0,0,51698.0,0,0,0,0,1,0,0,1,0,1,0,0,-73.79564655365078,42.67828264476453,12206
-73.79411742489555,-73.7910591673851,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.79258829614032,42.67828264476453,12206
-73.7910591673851,-73.78800090987465,42.679406795346246,42.677158494182805,0.0,1,0.0,0,0,1,1,0,0,0,1,5,1,0,2,-73.78953003862988,42.67828264476453,12206
-73.78800090987465,-73.78494265236421,42.679406795346246,42.677158494182805,0.0,0,103411.0,0,0,0,0,0,0,1,0,0,0,0,0,-73.78647178111945,42.67828264476453,12206
-73.78494265236421,-73.78188439485376,42.679406795346246,42.677158494182805,0.0,1,7876.0,0,0,0,1,0,0,0,0,0,0,1,0,-73.78341352360898,42.67828264476453,12206
-73.78188439485376,-73.77882613734332,42.679406795346246,42.677158494182805,0.0,2,80242.0,1,0,0,1,0,0,0,3,0,0,0,0,-73.78035526609854,42.67828264476453,12206
-73.77882613734332,-73.77576787983287,42.679406795346246,42.677158494182805,3026.6666666666665,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77729700858809,42.67828264476453,12206
-73.77576787983287,-73.77270962232242,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77423875107766,42.67828264476453,12206
-73.77270962232242,-73.76965136481198,42.679406795346246,42.677158494182805,0.0,0,60057.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7711804935672,42.67828264476453,12206
-73.76965136481198,-73.76659310730153,42.679406795346246,42.677158494182805,0.0,0,54422.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76812223605675,42.67828264476453,12206
-73.76659310730153,-73.76353484979109,42.679406795346246,42.677158494182805,0.0,0,54422.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76506397854631,42.67828264476453,12206
-73.76353484979109,-73.76047659228064,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,-73.76200572103586,42.67828264476453,12206
-73.76047659228064,-73.7574183347702,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75894746352542,42.67828264476453,12206
-73.7574183347702,-73.75436007725975,42.679406795346246,42.677158494182805,0.0,0,14358.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75588920601498,42.67828264476453,12206
-73.75436007725975,-73.7513018197493,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75283094850454,42.67828264476453,12206
-73.7513018197493,-73.74824356223886,42.679406795346246,42.677158494182805,0.0,0,47767.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.74977269099408,42.67828264476453,12206
-73.74824356223886,-73.74518530472841,42.679406795346246,42.677158494182805,0.0,0,0.0,0,0,0,0,0,6,0,0,0,1,0,0,-73.74671443348363,42.67828264476453,12210
-73.8247,-73.82164185314247,42.677158494182805,42.674910193019365,0.0,0,57507.0,0,0,0,0,2,0,0,0,0,1,0,0,-73.82317092657124,42.67603434360109,12203
-73.82164185314247,-73.81858370628494,42.677158494182805,42.674910193019365,0.0,0,47062.0,0,0,0,0,0,0,0,1,1,0,0,0,-73.8201127797137,42.67603434360108,12203
-73.81858370628494,-73.81552555942741,42.677158494182805,42.674910193019365,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.81705463285617,42.67603434360108,12203
-73.81552555942741,-73.81246741256987,42.677158494182805,42.674910193019365,0.0,0,21717.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.81399648599864,42.67603434360109,12203
-73.81246741256987,-73.80940926571233,42.677158494182805,42.674910193019365,0.0,0,83803.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.8109383391411,42.67603434360109,12203
-73.80940926571233,-73.80635111885479,42.677158494182805,42.674910193019365,0.0,0,5681.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80788019228356,42.67603434360109,12203
-73.80635111885479,-73.80329297199727,42.677158494182805,42.674910193019365,0.0,0,29994.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.80482204542601,42.67603434360108,12203
-73.80329297199727,-73.80023482513974,42.677158494182805,42.674910193019365,6378.0,0,81151.0,0,0,0,0,0,5,0,2,0,0,0,0,-73.80176389856851,42.67603434360108,12206
-73.80023482513974,-73.7971766782822,42.677158494182805,42.674910193019365,0.0,0,40616.0,0,0,0,0,0,0,0,1,0,0,0,0,-73.79870575171098,42.67603434360109,12206
-73.7971766782822,-73.79411853142466,42.677158494182805,42.674910193019365,0.0,0,29969.0,0,0,0,0,0,0,0,0,1,0,0,0,-73.79564760485343,42.67603434360109,12206
-73.79411853142466,-73.79106038456712,42.677158494182805,42.674910193019365,0.0,0,26197.0,0,0,0,0,0,0,0,1,0,0,0,0,-73.79258945799589,42.67603434360109,12206
-73.79106038456712,-73.78800223770958,42.677158494182805,42.674910193019365,1872.6666666666667,0,24915.0,0,0,0,0,0,0,0,1,0,0,0,0,-73.78953131113836,42.67603434360109,12206
-73.78800223770958,-73.78494409085205,42.677158494182805,42.674910193019365,0.0,1,59489.0,0,0,0,1,0,0,2,0,0,1,0,0,-73.7864731642808,42.67603434360108,12206
-73.78494409085205,-73.78188594399451,42.677158494182805,42.674910193019365,0.0,0,67365.0,1,0,0,1,0,1,0,0,0,1,0,0,-73.78341501742328,42.67603434360109,12206
-73.78188594399451,-73.77882779713697,42.677158494182805,42.674910193019365,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.78035687056574,42.67603434360109,12206
-73.77882779713697,-73.77576965027943,42.677158494182805,42.674910193019365,0.0,0,85137.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7772987237082,42.67603434360109,12206
-73.77576965027943,-73.7727115034219,42.677158494182805,42.674910193019365,0.0,0,85137.0,0,1,0,0,0,0,0,0,0,0,0,0,-73.77424057685066,42.67603434360108,12206
-73.7727115034219,-73.76965335656438,42.677158494182805,42.674910193019365,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.77118242999313,42.67603434360108,12206
-73.76965335656438,-73.76659520970685,42.677158494182805,42.674910193019365,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.7681242831356,42.67603434360108,12206
-73.76659520970685,-73.76353706284931,42.677158494182805,42.674910193019365,0.0,0,32862.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76506613627808,42.67603434360109,12206
-73.76353706284931,-73.76047891599177,42.677158494182805,42.674910193019365,69644.0,0,43010.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.76200798942054,42.67603434360109,12206
-73.76047891599177,-73.75742076913423,42.677158494182805,42.674910193019365,0.0,0,6445.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.758949842563,42.67603434360109,12206
-73.75742076913423,-73.7543626222767,42.677158494182805,42.674910193019365,0.0,0,14454.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75589169570544,42.67603434360108,12206
-73.7543626222767,-73.75130447541918,42.677158494182805,42.674910193019365,0.0,0,14358.0,0,0,0,0,0,0,0,0,0,0,0,0,-73.75283354884793,42.67603434360108,12206
-73.75130447541918,-73.74824632856163,42.677158494182805,42.674910193019365,0.0,0,11421.0,0,0,1,0,0,0,0,0,0,4,0,1,-73.7497754019904,42.67603434360109,12210
